time,stat,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
2023-09-05 14:10:00,Ok,1693903200,19554.1,19558.25,19550.7,19550.7,0.00,0,0,0,0
2023-09-05 14:15:00,Ok,1693903500,19551.05,19558.2,19547.3,19554.85,0.00,0,0,0,0
2023-09-05 14:20:00,Ok,1693903800,19554.65,19566.2,19551.35,19566.2,0.00,0,0,0,0
2023-09-05 14:25:00,Ok,1693904100,19566.35,19568.0,19556.5,19556.5,0.00,0,0,0,0
2023-09-05 14:30:00,Ok,1693904400,19556.65,19561.65,19545.45,19545.85,0.00,0,0,0,0
2023-09-05 14:35:00,Ok,1693904700,19546.75,19556.55,19546.3,19554.05,0.00,0,0,0,0
2023-09-05 14:40:00,Ok,1693905000,19553.6,19560.6,19548.4,19558.95,0.00,0,0,0,0
2023-09-05 14:45:00,Ok,1693905300,19559.55,19568.1,19557.9,19566.45,0.00,0,0,0,0
2023-09-05 14:50:00,Ok,1693905600,19564.05,19567.75,19559.7,19563.45,0.00,0,0,0,0
2023-09-05 14:55:00,Ok,1693905900,19562.2,19573.55,19562.05,19569.3,0.00,0,0,0,0
2023-09-05 15:00:00,Ok,1693906200,19569.25,19579.15,19567.35,19570.65,0.00,0,0,0,0
2023-09-05 15:05:00,Ok,1693906500,19570.05,19575.5,19566.2,19570.95,0.00,0,0,0,0
2023-09-05 15:10:00,Ok,1693906800,19569.6,19577.0,19566.35,19577.0,0.00,0,0,0,0
2023-09-05 15:15:00,Ok,1693907100,19576.75,19581.1,19571.8,19573.8,0.00,0,0,0,0
2023-09-05 15:20:00,Ok,1693907400,19574.5,19583.8,19569.95,19582.55,0.00,0,0,0,0
2023-09-05 15:25:00,Ok,1693907700,19583.35,19584.1,19577.65,19581.2,0.00,0,0,0,0
2023-09-06 09:15:00,Ok,1693971900,19586.25,19599.0,19569.15,19588.75,0.00,0,0,0,0
2023-09-06 09:20:00,Ok,1693972200,19588.3,19589.05,19563.3,19568.75,0.00,0,0,0,0
2023-09-06 09:25:00,Ok,1693972500,19568.3,19580.85,19568.3,19577.25,0.00,0,0,0,0
2023-09-06 09:30:00,Ok,1693972800,19577.55,19578.15,19564.1,19577.15,0.00,0,0,0,0
2023-09-06 09:35:00,Ok,1693973100,19578.4,19594.95,19578.0,19594.95,0.00,0,0,0,0
2023-09-06 09:40:00,Ok,1693973400,19594.3,19604.1,19589.25,19592.6,0.00,0,0,0,0
2023-09-06 09:45:00,Ok,1693973700,19592.2,19597.25,19585.85,19592.4,0.00,0,0,0,0
2023-09-06 09:50:00,Ok,1693974000,19590.15,19592.45,19576.1,19578.55,0.00,0,0,0,0
2023-09-06 09:55:00,Ok,1693974300,19577.15,19578.95,19564.85,19565.3,0.00,0,0,0,0
2023-09-06 10:00:00,Ok,1693974600,19565.35,19565.55,19557.4,19562.75,0.00,0,0,0,0
